[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
21.01.415.128 I slot print_timing: id  0 | task 18616 | prompt eval time =     244.57 ms /    73 tokens (    3.35 ms per token,   298.48 tokens per second)
21.01.415.135 I slot print_timing: id  0 | task 18616 |        eval time =    6707.80 ms /   400 tokens (   16.81 ms per token,    59.48 tokens per second)
21.01.415.136 I slot print_timing: id  0 | task 18616 |       total time =    6952.38 ms /   473 tokens
21.01.415.137 I slot print_timing: id  0 | task 18616 |    graphs reused =      17219
21.01.415.140 I slot print_timing: id  0 | task 18616 | draft acceptance = 0.88991 (  291 accepted /   327 generated), mean len =  3.67
21.01.415.172 I slot      release: id  0 | task 18616 | stop processing: n_tokens = 473, truncated = 0
21.01.417.736 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3962018392
21.01.417.834 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 339.207 MiB)
21.01.612.139 I slot launch_slot_: id  0 | task 18728 | processing task, is_child = 0
21.04.921.094 I slot print_timing: id  0 | task 18728 | n_gen =    176, tg =  57.14 t/s, tg_3s =  57.47 t/s
21.06.214.296 I slot print_timing: id  0 | task 18728 | prompt eval time =     246.42 ms /    78 tokens (    3.16 ms per token,   316.53 tokens per second)
21.06.214.303 I slot print_timing: id  0 | task 18728 |        eval time =    4355.70 ms /   260 tokens (   16.82 ms per token,    59.46 tokens per second)
21.06.214.304 I slot print_timing: id  0 | task 18728 |       total time =    4602.12 ms /   338 tokens
21.06.214.304 I slot print_timing: id  0 | task 18728 |    graphs reused =      17288
21.06.214.308 I slot print_timing: id  0 | task 18728 | draft acceptance = 0.88263 (  188 accepted /   213 generated), mean len =  3.65
21.06.214.341 I slot      release: id  0 | task 18728 | stop processing: n_tokens = 337, truncated = 0
21.06.216.936 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3966817560
21.06.217.010 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 341.052 MiB)
21.06.403.918 I slot launch_slot_: id  0 | task 18802 | processing task, is_child = 0
21.09.725.217 I slot print_timing: id  0 | task 18802 | n_gen =    175, tg =  56.92 t/s, tg_3s =  57.25 t/s
21.10.271.082 I slot print_timing: id  0 | task 18802 | prompt eval time =     264.48 ms /    99 tokens (    2.67 ms per token,   374.32 tokens per second)
21.10.271.089 I slot print_timing: id  0 | task 18802 |        eval time =    3602.65 ms /   211 tokens (   17.16 ms per token,    58.29 tokens per second)
21.10.271.089 I slot print_timing: id  0 | task 18802 |       total time =    3867.13 ms /   310 tokens
21.10.271.090 I slot print_timing: id  0 | task 18802 |    graphs reused =      17345
21.10.271.093 I slot print_timing: id  0 | task 18802 | draft acceptance = 0.85311 (  151 accepted /   177 generated), mean len =  3.56
21.10.271.126 I slot      release: id  0 | task 18802 | stop processing: n_tokens = 309, truncated = 0
21.10.273.751 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3970874345
21.10.273.819 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 332.390 MiB)
21.10.458.175 I slot launch_slot_: id  0 | task 18864 | processing task, is_child = 0
21.13.798.251 I slot print_timing: id  0 | task 18864 | n_gen =    185, tg =  60.10 t/s, tg_3s =  60.43 t/s
21.16.848.471 I slot print_timing: id  0 | task 18864 | prompt eval time =     278.46 ms /   108 tokens (    2.58 ms per token,   387.85 tokens per second)
21.16.848.478 I slot print_timing: id  0 | task 18864 |        eval time =    6111.81 ms /   377 tokens (   16.25 ms per token,    61.52 tokens per second)
21.16.848.479 I slot print_timing: id  0 | task 18864 |       total time =    6390.26 ms /   485 tokens
21.16.848.479 I slot print_timing: id  0 | task 18864 |    graphs reused =      17443
21.16.848.482 I slot print_timing: id  0 | task 18864 | draft acceptance = 0.92333 (  277 accepted /   300 generated), mean len =  3.77
21.16.848.517 I slot      release: id  0 | task 18864 | stop processing: n_tokens = 485, truncated = 0
21.16.851.827 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3977451737
21.16.851.901 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 335.365 MiB)
21.17.045.480 I slot launch_slot_: id  0 | task 18967 | processing task, is_child = 0
21.20.467.056 I slot print_timing: id  0 | task 18967 | n_gen =    180, tg =  58.76 t/s, tg_3s =  59.09 t/s
21.23.506.902 I slot print_timing: id  0 | task 18967 | n_gen =    376, tg =  61.62 t/s, tg_3s =  64.48 t/s
21.26.558.864 I slot print_timing: id  0 | task 18967 | n_gen =    573, tg =  62.60 t/s, tg_3s =  64.55 t/s
21.29.570.277 I slot print_timing: id  0 | task 18967 | n_gen =    768, tg =  63.13 t/s, tg_3s =  64.75 t/s
21.32.100.239 I slot print_timing: id  0 | task 18967 | prompt eval time =     375.25 ms /   176 tokens (    2.13 ms per token,   469.01 tokens per second)
21.32.100.247 I slot print_timing: id  0 | task 18967 |        eval time =   14679.47 ms /   924 tokens (   15.90 ms per token,    62.88 tokens per second)
21.32.100.247 I slot print_timing: id  0 | task 18967 |       total time =   15054.73 ms /  1100 tokens
21.32.100.248 I slot print_timing: id  0 | task 18967 |    graphs reused =      17678
21.32.100.251 I slot print_timing: id  0 | task 18967 | draft acceptance = 0.94861 (  683 accepted /   720 generated), mean len =  3.85
21.32.100.296 I slot      release: id  0 | task 18967 | stop processing: n_tokens = 1099, truncated = 0
21.32.103.195 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3992703515
21.32.103.339 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 323.039 MiB)
21.32.318.061 I slot launch_slot_: id  0 | task 19210 | processing task, is_child = 0
21.35.643.734 I slot print_timing: id  0 | task 19210 | n_gen =    184, tg =  60.04 t/s, tg_3s =  60.36 t/s
21.38.683.373 I slot print_timing: id  0 | task 19210 | n_gen =    332, tg =  54.37 t/s, tg_3s =  48.69 t/s
21.41.737.874 I slot print_timing: id  0 | task 19210 | n_gen =    481, tg =  52.50 t/s, tg_3s =  48.78 t/s
21.42.222.140 I slot print_timing: id  0 | task 19210 | prompt eval time =     277.51 ms /   107 tokens (    2.59 ms per token,   385.56 tokens per second)
21.42.222.149 I slot print_timing: id  0 | task 19210 |        eval time =    9626.53 ms /   508 tokens (   18.99 ms per token,    52.67 tokens per second)
21.42.222.149 I slot print_timing: id  0 | task 19210 |       total time =    9904.05 ms /   615 tokens
21.42.222.150 I slot print_timing: id  0 | task 19210 |    graphs reused =      17833
21.42.222.153 I slot print_timing: id  0 | task 19210 | draft acceptance = 0.73629 (  349 accepted /   474 generated), mean len =  3.21
21.42.222.188 I slot      release: id  0 | task 19210 | stop processing: n_tokens = 614, truncated = 0
21.42.224.936 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4002825407
21.42.225.036 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 327.468 MiB)
21.42.427.146 I slot launch_slot_: id  0 | task 19371 | processing task, is_child = 0
21.45.779.000 I slot print_timing: id  0 | task 19371 | n_gen =    176, tg =  57.22 t/s, tg_3s =  57.54 t/s
21.48.819.486 I slot print_timing: id  0 | task 19371 | n_gen =    365, tg =  59.68 t/s, tg_3s =  62.16 t/s
21.49.438.167 I slot print_timing: id  0 | task 19371 | prompt eval time =     293.36 ms /   121 tokens (    2.42 ms per token,   412.46 tokens per second)
21.49.438.174 I slot print_timing: id  0 | task 19371 |        eval time =    6717.63 ms /   400 tokens (   16.84 ms per token,    59.40 tokens per second)
21.49.438.174 I slot print_timing: id  0 | task 19371 |       total time =    7010.99 ms /   521 tokens
21.49.438.175 I slot print_timing: id  0 | task 19371 |    graphs reused =      17940
21.49.438.179 I slot print_timing: id  0 | task 19371 | draft acceptance = 0.87879 (  290 accepted /   330 generated), mean len =  3.64
21.49.438.213 I slot      release: id  0 | task 19371 | stop processing: n_tokens = 521, truncated = 0
21.49.440.836 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4010041432
21.49.440.925 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 323.872 MiB)
21.49.633.290 I slot launch_slot_: id  0 | task 19484 | processing task, is_child = 0
21.52.949.524 I slot print_timing: id  0 | task 19484 | n_gen =    171, tg =  55.57 t/s, tg_3s =  55.90 t/s
21.54.717.553 I slot print_timing: id  0 | task 19484 | prompt eval time =     257.24 ms /    86 tokens (    2.99 ms per token,   334.32 tokens per second)
21.54.717.560 I slot print_timing: id  0 | task 19484 |        eval time =    4826.99 ms /   279 tokens (   17.36 ms per token,    57.59 tokens per second)
21.54.717.561 I slot print_timing: id  0 | task 19484 |       total time =    5084.23 ms /   365 tokens
21.54.717.561 I slot print_timing: id  0 | task 19484 |    graphs reused =      18017
21.54.717.564 I slot print_timing: id  0 | task 19484 | draft acceptance = 0.84388 (  200 accepted /   237 generated), mean len =  3.53
21.54.717.598 I slot      release: id  0 | task 19484 | stop processing: n_tokens = 365, truncated = 0
21.54.720.203 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4015320818
21.54.720.289 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 362.204 MiB)
21.54.909.232 I slot launch_slot_: id  0 | task 19566 | processing task, is_child = 0
21.58.186.777 I slot print_timing: id  0 | task 19566 | n_gen =    160, tg =  52.82 t/s, tg_3s =  53.15 t/s
22.01.246.161 I slot print_timing: id  0 | task 19566 | n_gen =    320, tg =  52.56 t/s, tg_3s =  52.30 t/s
22.02.291.180 I slot print_timing: id  0 | task 19566 | prompt eval time =     267.06 ms /   104 tokens (    2.57 ms per token,   389.42 tokens per second)
22.02.291.188 I slot print_timing: id  0 | task 19566 |        eval time =    7114.85 ms /   383 tokens (   18.63 ms per token,    53.69 tokens per second)
22.02.291.189 I slot print_timing: id  0 | task 19566 |       total time =    7381.91 ms /   487 tokens
22.02.291.189 I slot print_timing: id  0 | task 19566 |    graphs reused =      18131
22.02.291.193 I slot print_timing: id  0 | task 19566 | draft acceptance = 0.76724 (  267 accepted /   348 generated), mean len =  3.30
22.02.291.228 I slot      release: id  0 | task 19566 | stop processing: n_tokens = 487, truncated = 0
22.02.293.934 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4022894447
22.02.294.023 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 337.972 MiB)
22.02.486.450 I slot launch_slot_: id  0 | task 19685 | processing task, is_child = 0
22.05.717.859 I slot print_timing: id  0 | task 19685 | n_gen =    180, tg =  59.65 t/s, tg_3s =  59.99 t/s
22.06.646.719 I slot print_timing: id  0 | task 19685 | prompt eval time =     230.71 ms /    68 tokens (    3.39 ms per token,   294.74 tokens per second)
22.06.646.727 I slot print_timing: id  0 | task 19685 |        eval time =    3929.53 ms /   238 tokens (   16.58 ms per token,    60.31 tokens per second)
22.06.646.728 I slot print_timing: id  0 | task 19685 |       total time =    4160.23 ms /   306 tokens
22.06.646.728 I slot print_timing: id  0 | task 19685 |    graphs reused =      18193
22.06.646.732 I slot print_timing: id  0 | task 19685 | draft acceptance = 0.90625 (  174 accepted /   192 generated), mean len =  3.72
22.06.646.762 I slot      release: id  0 | task 19685 | stop processing: n_tokens = 306, truncated = 0
22.06.649.601 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4027249982
22.06.649.672 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 329.872 MiB)
22.06.831.527 I slot launch_slot_: id  0 | task 19752 | processing task, is_child = 0
22.10.133.271 I slot print_timing: id  0 | task 19752 | n_gen =    174, tg =  57.30 t/s, tg_3s =  57.63 t/s
22.13.162.954 I slot print_timing: id  0 | task 19752 | prompt eval time =     282.48 ms /   116 tokens (    2.44 ms per token,   410.65 tokens per second)
22.13.162.961 I slot print_timing: id  0 | task 19752 |        eval time =    6048.91 ms /   332 tokens (   18.27 ms per token,    54.72 tokens per second)
22.13.162.962 I slot print_timing: id  0 | task 19752 |       total time =    6331.40 ms /   448 tokens
22.13.162.962 I slot print_timing: id  0 | task 19752 |    graphs reused =      18289
22.13.162.965 I slot print_timing: id  0 | task 19752 | draft acceptance = 0.79252 (  233 accepted /   294 generated), mean len =  3.38
22.13.162.999 I slot      release: id  0 | task 19752 | stop processing: n_tokens = 447, truncated = 0
22.13.165.573 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4033766219
22.13.165.642 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 334.888 MiB)
22.13.355.757 I slot launch_slot_: id  0 | task 19853 | processing task, is_child = 0
22.16.626.479 I slot print_timing: id  0 | task 19853 | n_gen =    166, tg =  54.60 t/s, tg_3s =  54.93 t/s
22.17.126.932 I slot print_timing: id  0 | task 19853 | prompt eval time =     248.70 ms /    81 tokens (    3.07 ms per token,   325.69 tokens per second)
22.17.126.940 I slot print_timing: id  0 | task 19853 |        eval time =    3522.44 ms /   198 tokens (   17.88 ms per token,    55.93 tokens per second)
22.17.126.941 I slot print_timing: id  0 | task 19853 |       total time =    3771.14 ms /   279 tokens
22.17.126.942 I slot print_timing: id  0 | task 19853 |    graphs reused =      18344
22.17.126.945 I slot print_timing: id  0 | task 19853 | draft acceptance = 0.81871 (  140 accepted /   171 generated), mean len =  3.46
22.17.126.979 I slot      release: id  0 | task 19853 | stop processing: n_tokens = 278, truncated = 0
22.17.129.829 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4037730198
22.17.129.894 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 325.580 MiB)
22.17.317.999 I slot launch_slot_: id  0 | task 19913 | processing task, is_child = 0
22.20.687.026 I slot print_timing: id  0 | task 19913 | n_gen =    151, tg =  49.58 t/s, tg_3s =  49.91 t/s
22.23.733.770 I slot print_timing: id  0 | task 19913 | n_gen =    311, tg =  51.05 t/s, tg_3s =  52.52 t/s
22.25.974.328 I slot print_timing: id  0 | task 19913 | prompt eval time =     343.31 ms /   138 tokens (    2.49 ms per token,   401.97 tokens per second)
22.25.974.337 I slot print_timing: id  0 | task 19913 |        eval time =    8312.99 ms /   405 tokens (   20.58 ms per token,    48.60 tokens per second)
22.25.974.337 I slot print_timing: id  0 | task 19913 |       total time =    8656.30 ms /   543 tokens
22.25.974.338 I slot print_timing: id  0 | task 19913 |    graphs reused =      18475
22.25.974.341 I slot print_timing: id  0 | task 19913 | draft acceptance = 0.67164 (  270 accepted /   402 generated), mean len =  3.01
22.25.974.374 I slot      release: id  0 | task 19913 | stop processing: n_tokens = 542, truncated = 0
22.25.977.074 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4046577594
22.25.977.168 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 340.020 MiB)
22.26.174.825 I slot launch_slot_: id  0 | task 20050 | processing task, is_child = 0
22.29.467.190 I slot print_timing: id  0 | task 20050 | n_gen =    183, tg =  60.10 t/s, tg_3s =  60.43 t/s
22.30.206.571 I slot print_timing: id  0 | task 20050 | prompt eval time =     263.86 ms /    91 tokens (    2.90 ms per token,   344.89 tokens per second)
22.30.206.578 I slot print_timing: id  0 | task 20050 |        eval time =    3767.86 ms /   229 tokens (   16.53 ms per token,    60.51 tokens per second)
22.30.206.579 I slot print_timing: id  0 | task 20050 |       total time =    4031.72 ms /   320 tokens
22.30.206.579 I slot print_timing: id  0 | task 20050 |    graphs reused =      18534
22.30.206.582 I slot print_timing: id  0 | task 20050 | draft acceptance = 0.91257 (  167 accepted /   183 generated), mean len =  3.74
22.30.206.615 I slot      release: id  0 | task 20050 | stop processing: n_tokens = 319, truncated = 0
22.30.209.252 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4050809834
22.30.209.323 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 349.879 MiB)
22.30.397.867 I slot launch_slot_: id  0 | task 20114 | processing task, is_child = 0
22.32.656.697 I slot print_timing: id  0 | task 20114 | prompt eval time =     229.94 ms /    64 tokens (    3.59 ms per token,   278.33 tokens per second)
22.32.656.704 I slot print_timing: id  0 | task 20114 |        eval time =    2028.86 ms /   103 tokens (   19.89 ms per token,    50.27 tokens per second)
22.32.656.705 I slot print_timing: id  0 | task 20114 |       total time =    2258.80 ms /   167 tokens
22.32.656.706 I slot print_timing: id  0 | task 20114 |    graphs reused =      18566
22.32.656.709 I slot print_timing: id  0 | task 20114 | draft acceptance = 0.69697 (   69 accepted /    99 generated), mean len =  3.09
22.32.656.742 I slot      release: id  0 | task 20114 | stop processing: n_tokens = 166, truncated = 0
22.32.659.355 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4053259961
22.32.659.404 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 326.605 MiB)
22.32.838.571 I slot launch_slot_: id  0 | task 20150 | processing task, is_child = 0
22.36.118.421 I slot print_timing: id  0 | task 20150 | n_gen =    160, tg =  52.99 t/s, tg_3s =  53.32 t/s
22.39.180.977 I slot print_timing: id  0 | task 20150 | n_gen =    323, tg =  53.11 t/s, tg_3s =  53.22 t/s
22.42.192.934 I slot print_timing: id  0 | task 20150 | n_gen =    495, tg =  54.44 t/s, tg_3s =  57.11 t/s
22.42.681.961 I slot print_timing: id  0 | task 20150 | prompt eval time =     279.36 ms /   108 tokens (    2.59 ms per token,   386.60 tokens per second)
22.42.681.968 I slot print_timing: id  0 | task 20150 |        eval time =    9564.00 ms /   525 tokens (   18.25 ms per token,    54.79 tokens per second)
22.42.681.968 I slot print_timing: id  0 | task 20150 |       total time =    9843.36 ms /   633 tokens
22.42.681.969 I slot print_timing: id  0 | task 20150 |    graphs reused =      18719
22.42.681.972 I slot print_timing: id  0 | task 20150 | draft acceptance = 0.78632 (  368 accepted /   468 generated), mean len =  3.36
22.42.682.007 I slot      release: id  0 | task 20150 | stop processing: n_tokens = 632, truncated = 0
22.42.684.676 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4063285226
22.42.684.759 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 324.877 MiB)
22.42.883.557 I slot launch_slot_: id  0 | task 20309 | processing task, is_child = 0
22.46.183.610 I slot print_timing: id  0 | task 20309 | n_gen =    175, tg =  57.02 t/s, tg_3s =  57.35 t/s
22.47.292.293 I slot print_timing: id  0 | task 20309 | prompt eval time =     248.52 ms /    84 tokens (    2.96 ms per token,   338.00 tokens per second)
22.47.292.299 I slot print_timing: id  0 | task 20309 |        eval time =    4160.19 ms /   239 tokens (   17.48 ms per token,    57.21 tokens per second)
22.47.292.300 I slot print_timing: id  0 | task 20309 |       total time =    4408.71 ms /   323 tokens
22.47.292.301 I slot print_timing: id  0 | task 20309 |    graphs reused =      18785
22.47.292.304 I slot print_timing: id  0 | task 20309 | draft acceptance = 0.83824 (  171 accepted /   204 generated), mean len =  3.51
22.47.292.338 I slot      release: id  0 | task 20309 | stop processing: n_tokens = 323, truncated = 0
22.47.294.884 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4067895557
22.47.294.944 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 336.787 MiB)
22.47.478.497 I slot launch_slot_: id  0 | task 20380 | processing task, is_child = 0
22.50.780.072 I slot print_timing: id  0 | task 20380 | n_gen =    171, tg =  55.68 t/s, tg_3s =  56.00 t/s
22.52.987.276 I slot print_timing: id  0 | task 20380 | prompt eval time =     248.26 ms /    82 tokens (    3.03 ms per token,   330.30 tokens per second)
22.52.987.285 I slot print_timing: id  0 | task 20380 |        eval time =    5260.47 ms /   299 tokens (   17.65 ms per token,    56.65 tokens per second)
22.52.987.286 I slot print_timing: id  0 | task 20380 |       total time =    5508.73 ms /   381 tokens
22.52.987.286 I slot print_timing: id  0 | task 20380 |    graphs reused =      18869
22.52.987.290 I slot print_timing: id  0 | task 20380 | draft acceptance = 0.82558 (  213 accepted /   258 generated), mean len =  3.48
22.52.987.329 I slot      release: id  0 | task 20380 | stop processing: n_tokens = 381, truncated = 0
22.52.989.861 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4073590548
22.52.989.944 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 335.193 MiB)
22.53.176.478 I slot launch_slot_: id  0 | task 20469 | processing task, is_child = 0
22.56.501.756 I slot print_timing: id  0 | task 20469 | n_gen =    170, tg =  55.47 t/s, tg_3s =  55.79 t/s
22.59.559.413 I slot print_timing: id  0 | task 20469 | n_gen =    360, tg =  58.81 t/s, tg_3s =  62.14 t/s
23.00.235.756 I slot print_timing: id  0 | task 20469 | prompt eval time =     278.39 ms /   106 tokens (    2.63 ms per token,   380.76 tokens per second)
23.00.235.766 I slot print_timing: id  0 | task 20469 |        eval time =    6780.85 ms /   404 tokens (   16.83 ms per token,    59.43 tokens per second)
23.00.235.767 I slot print_timing: id  0 | task 20469 |       total time =    7059.25 ms /   510 tokens
23.00.235.767 I slot print_timing: id  0 | task 20469 |    graphs reused =      18978
23.00.235.770 I slot print_timing: id  0 | task 20469 | draft acceptance = 0.87688 (  292 accepted /   333 generated), mean len =  3.63
23.00.235.819 I slot      release: id  0 | task 20469 | stop processing: n_tokens = 509, truncated = 0
23.00.238.576 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4080839039
23.00.238.682 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 332.554 MiB)
23.00.440.309 I slot launch_slot_: id  0 | task 20583 | processing task, is_child = 0
23.03.745.958 I slot print_timing: id  0 | task 20583 | n_gen =    179, tg =  58.22 t/s, tg_3s =  58.54 t/s
23.04.174.052 I slot print_timing: id  0 | task 20583 | prompt eval time =     248.13 ms /    82 tokens (    3.03 ms per token,   330.48 tokens per second)
23.04.174.060 I slot print_timing: id  0 | task 20583 |        eval time =    3485.58 ms /   207 tokens (   16.92 ms per token,    59.10 tokens per second)
23.04.174.061 I slot print_timing: id  0 | task 20583 |       total time =    3733.71 ms /   289 tokens
23.04.174.061 I slot print_timing: id  0 | task 20583 |    graphs reused =      19033
23.04.174.064 I slot print_timing: id  0 | task 20583 | draft acceptance = 0.87135 (  149 accepted /   171 generated), mean len =  3.61
23.04.174.100 I slot      release: id  0 | task 20583 | stop processing: n_tokens = 288, truncated = 0
23.04.176.913 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4084777319
23.04.176.972 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 349.554 MiB)
23.04.360.646 I slot launch_slot_: id  0 | task 20643 | processing task, is_child = 0
23.07.694.953 I slot print_timing: id  0 | task 20643 | n_gen =    156, tg =  50.69 t/s, tg_3s =  51.01 t/s
23.08.433.698 I slot print_timing: id  0 | task 20643 | prompt eval time =     276.35 ms /   101 tokens (    2.74 ms per token,   365.48 tokens per second)
23.08.433.706 I slot print_timing: id  0 | task 20643 |        eval time =    3796.66 ms /   194 tokens (   19.67 ms per token,    50.83 tokens per second)
23.08.433.706 I slot print_timing: id  0 | task 20643 |       total time =    4073.02 ms /   295 tokens
23.08.433.707 I slot print_timing: id  0 | task 20643 |    graphs reused =      19093
23.08.433.710 I slot print_timing: id  0 | task 20643 | draft acceptance = 0.70968 (  132 accepted /   186 generated), mean len =  3.13
23.08.433.744 I slot      release: id  0 | task 20643 | stop processing: n_tokens = 295, truncated = 0
23.08.436.337 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4089036964
23.08.436.396 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 328.149 MiB)
23.08.620.660 I slot launch_slot_: id  0 | task 20708 | processing task, is_child = 0
23.11.887.986 I slot print_timing: id  0 | task 20708 | n_gen =    183, tg =  60.53 t/s, tg_3s =  60.86 t/s
23.12.252.535 I slot print_timing: id  0 | task 20708 | prompt eval time =     260.56 ms /    92 tokens (    2.83 ms per token,   353.09 tokens per second)
23.12.252.543 I slot print_timing: id  0 | task 20708 |        eval time =    3371.28 ms /   204 tokens (   16.61 ms per token,    60.21 tokens per second)
23.12.252.544 I slot print_timing: id  0 | task 20708 |       total time =    3631.84 ms /   296 tokens
23.12.252.544 I slot print_timing: id  0 | task 20708 |    graphs reused =      19146
23.12.252.547 I slot print_timing: id  0 | task 20708 | draft acceptance = 0.90303 (  149 accepted /   165 generated), mean len =  3.71
23.12.252.582 I slot      release: id  0 | task 20708 | stop processing: n_tokens = 296, truncated = 0
23.12.255.192 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4092855801
23.12.255.252 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 326.061 MiB)
23.12.437.257 I slot launch_slot_: id  0 | task 20766 | processing task, is_child = 0
23.14.945.767 I slot print_timing: id  0 | task 20766 | prompt eval time =     243.32 ms /    71 tokens (    3.43 ms per token,   291.79 tokens per second)
23.14.945.777 I slot print_timing: id  0 | task 20766 |        eval time =    2265.15 ms /   132 tokens (   17.29 ms per token,    57.83 tokens per second)
23.14.945.778 I slot print_timing: id  0 | task 20766 |       total time =    2508.48 ms /   203 tokens
23.14.945.778 I slot print_timing: id  0 | task 20766 |    graphs reused =      19182
23.14.945.793 I slot print_timing: id  0 | task 20766 | draft acceptance = 0.85586 (   95 accepted /   111 generated), mean len =  3.57
23.14.945.829 I slot      release: id  0 | task 20766 | stop processing: n_tokens = 203, truncated = 0
23.14.948.553 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4095549052
23.14.948.605 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 329.306 MiB)
23.15.131.288 I slot launch_slot_: id  0 | task 20806 | processing task, is_child = 0
23.18.476.111 I slot print_timing: id  0 | task 20806 | n_gen =    177, tg =  58.59 t/s, tg_3s =  58.92 t/s
